sampling rate [Sa/s]: 500000000 
record length [Sa]: 2000 
record duration [s]: 4.00000000e-006 
range [V]: 0.400000 
resolution [b]: 12 
amplitude resolution [V]:1.95312503e-004 
acquisition count: 1.000000 
FID per acquisition count: 1 
number of averages: 1 
DAQ elapsed time [s]: 0.078000 
Time,Ch1
0.000000e+000,7.84313714e-004 
2.000000e-009,9.80392215e-004 
4.000000e-009,-1.96078428e-004 
6.000000e-009,3.92156857e-004 
8.000000e-009,7.84313714e-004 
1.000000e-008,8.03921558e-003 
1.200000e-008,-1.23529416e-002 
1.400000e-008,-2.20588237e-001 
1.600000e-008,-1.96078435e-001 
1.800000e-008,5.68627473e-003 
2.000000e-008,1.95294112e-001 
2.200000e-008,1.90392151e-001 
2.400000e-008,-1.46666661e-001 
2.600000e-008,-2.54509807e-001 
2.800000e-008,-2.07058817e-001 
3.000000e-008,-2.20588237e-001 
3.200000e-008,-1.24705881e-001 
3.400000e-008,1.14313729e-001 
3.600000e-008,2.16666669e-001 
3.800000e-008,1.17647059e-001 
4.000000e-008,-1.12745099e-001 
4.200000e-008,-2.23529413e-001 
4.400000e-008,-1.62745103e-001 
4.600000e-008,-7.72548988e-002 
4.800000e-008,5.23529425e-002 
5.000000e-008,1.70784310e-001 
5.200000e-008,2.28823528e-001 
5.400000e-008,1.89411759e-001 
5.600000e-008,8.03921595e-002 
5.800000e-008,-5.56862727e-002 
6.000000e-008,-1.70588240e-001 
6.200000e-008,-2.25686282e-001 
6.400000e-008,-1.85882360e-001 
6.600000e-008,-7.47058839e-002 
6.800000e-008,6.90196082e-002 
7.000000e-008,1.82549015e-001 
7.200000e-008,2.28235289e-001 
7.400000e-008,1.81372553e-001 
7.600000e-008,6.80392161e-002 
7.800000e-008,-7.56862760e-002 
8.000000e-008,-1.87450975e-001 
8.200000e-008,-2.26078436e-001 
8.400000e-008,-1.69607848e-001 
8.600000e-008,-4.82352935e-002 
8.800000e-008,9.54901949e-002 
9.000000e-008,1.99215680e-001 
9.200000e-008,2.25098044e-001 
9.400000e-008,1.58627450e-001 
9.600000e-008,2.96078436e-002 
9.800000e-008,-1.11960784e-001 
1.000000e-007,-2.05490202e-001 
1.020000e-007,-2.18431368e-001 
1.040000e-007,-1.36470586e-001 
1.060000e-007,3.92156857e-004 
1.080000e-007,1.36862740e-001 
1.100000e-007,2.17647061e-001 
1.120000e-007,2.09607840e-001 
1.140000e-007,1.14705883e-001 
1.160000e-007,-2.54901964e-002 
1.180000e-007,-1.57058820e-001 
1.200000e-007,-2.22156867e-001 
1.220000e-007,-1.92745104e-001 
1.240000e-007,-8.11764672e-002 
1.260000e-007,6.41176477e-002 
1.280000e-007,1.82745099e-001 
1.300000e-007,2.24313721e-001 
1.320000e-007,1.73921570e-001 
1.340000e-007,4.78431359e-002 
1.360000e-007,-9.80392173e-002 
1.380000e-007,-2.01176465e-001 
1.400000e-007,-2.18431368e-001 
1.420000e-007,-1.40784308e-001 
1.440000e-007,-3.92156857e-004 
1.460000e-007,1.38823524e-001 
1.480000e-007,2.18823522e-001 
1.500000e-007,2.03725487e-001 
1.520000e-007,1.03921570e-001 
1.540000e-007,-4.31372561e-002 
1.560000e-007,-1.70784310e-001 
1.580000e-007,-2.23333329e-001 
1.600000e-007,-1.75490201e-001 
1.620000e-007,-5.27450964e-002 
1.640000e-007,9.66666639e-002 
1.660000e-007,2.02549025e-001 
1.680000e-007,2.19215691e-001 
1.700000e-007,1.39803916e-001 
1.720000e-007,7.84313714e-004 
1.740000e-007,-1.40784308e-001 
1.760000e-007,-2.19019607e-001 
1.780000e-007,-1.98235288e-001 
1.800000e-007,-8.64705890e-002 
1.820000e-007,6.39215708e-002 
1.840000e-007,1.84313729e-001 
1.860000e-007,2.23333329e-001 
1.880000e-007,1.63725495e-001 
1.900000e-007,2.78431363e-002 
1.920000e-007,-1.19411767e-001 
1.940000e-007,-2.10980386e-001 
1.960000e-007,-2.07647055e-001 
1.980000e-007,-1.06470585e-001 
2.000000e-007,4.47058827e-002 
2.020000e-007,1.74117640e-001 
2.040000e-007,2.22549021e-001 
2.060000e-007,1.72549024e-001 
2.080000e-007,4.09803912e-002 
2.100000e-007,-1.08627453e-001 
2.120000e-007,-2.09215686e-001 
2.140000e-007,-2.08431378e-001 
2.160000e-007,-1.12352937e-001 
2.180000e-007,3.92156877e-002 
2.200000e-007,1.72156855e-001 
2.220000e-007,2.23137259e-001 
2.240000e-007,1.70588240e-001 
2.260000e-007,3.86274494e-002 
2.280000e-007,-1.12941176e-001 
2.300000e-007,-2.07647055e-001 
2.320000e-007,-2.06666663e-001 
2.340000e-007,-1.01960786e-001 
2.360000e-007,4.86274511e-002 
2.380000e-007,1.78235292e-001 
2.400000e-007,2.20784307e-001 
2.420000e-007,1.61176473e-001 
2.440000e-007,2.21568625e-002 
2.460000e-007,-1.28039211e-001 
2.480000e-007,-2.14509800e-001 
2.500000e-007,-1.96666673e-001 
2.520000e-007,-8.13725516e-002 
2.540000e-007,7.35294148e-002 
2.560000e-007,1.93333328e-001 
2.580000e-007,2.19215691e-001 
2.600000e-007,1.37058824e-001 
2.620000e-007,-9.01960768e-003 
2.640000e-007,-1.53529406e-001 
2.660000e-007,-2.20784307e-001 
2.680000e-007,-1.78039223e-001 
2.700000e-007,-4.45098057e-002 
2.720000e-007,1.09607846e-001 
2.740000e-007,2.09019601e-001 
2.760000e-007,2.06666663e-001 
2.780000e-007,1.00588232e-001 
2.800000e-007,-5.49019612e-002 
2.820000e-007,-1.84705883e-001 
2.840000e-007,-2.16862738e-001 
2.860000e-007,-1.43137261e-001 
2.880000e-007,7.25490181e-003 
2.900000e-007,1.51568621e-001 
2.920000e-007,2.21764699e-001 
2.940000e-007,1.77058831e-001 
2.960000e-007,4.54901978e-002 
2.980000e-007,-1.12352937e-001 
3.000000e-007,-2.08431378e-001 
3.020000e-007,-1.99607849e-001 
3.040000e-007,-8.45098048e-002 
3.060000e-007,7.33333305e-002 
3.080000e-007,1.94509804e-001 
3.100000e-007,2.13725492e-001 
3.120000e-007,1.26666665e-001 
3.140000e-007,-3.05882357e-002 
3.160000e-007,-1.68039218e-001 
3.180000e-007,-2.20196083e-001 
3.200000e-007,-1.53529406e-001 
3.220000e-007,-6.66666683e-003 
3.240000e-007,1.44509807e-001 
3.260000e-007,2.19999999e-001 
3.280000e-007,1.80588230e-001 
3.300000e-007,4.50980403e-002 
3.320000e-007,-1.12156861e-001 
3.340000e-007,-2.11372554e-001 
3.360000e-007,-1.96274504e-001 
3.380000e-007,-7.64705911e-002 
3.400000e-007,8.68627429e-002 
3.420000e-007,2.01372549e-001 
3.440000e-007,2.07450986e-001 
3.460000e-007,1.05686277e-001 
3.480000e-007,-5.35294116e-002 
3.500000e-007,-1.84705883e-001 
3.520000e-007,-2.13921562e-001 
3.540000e-007,-1.25294119e-001 
3.560000e-007,3.15686278e-002 
3.580000e-007,1.72156855e-001 
3.600000e-007,2.18235299e-001 
3.620000e-007,1.47450984e-001 
3.640000e-007,-4.11764719e-003 
3.660000e-007,-1.55686274e-001 
3.680000e-007,-2.18627453e-001 
3.700000e-007,-1.60196081e-001 
3.720000e-007,-1.39215682e-002 
3.740000e-007,1.41960785e-001 
3.760000e-007,2.19019607e-001 
3.780000e-007,1.75098047e-001 
3.800000e-007,3.54901962e-002 
3.820000e-007,-1.25882357e-001 
3.840000e-007,-2.12745100e-001 
3.860000e-007,-1.84313729e-001 
3.880000e-007,-4.64705899e-002 
3.900000e-007,1.16274513e-001 
3.920000e-007,2.13529408e-001 
3.940000e-007,1.90392151e-001 
3.960000e-007,6.23529404e-002 
3.980000e-007,-1.02156863e-001 
4.000000e-007,-2.07058817e-001 
4.020000e-007,-1.93921566e-001 
4.040000e-007,-6.76470622e-002 
4.060000e-007,9.88235325e-002 
4.080000e-007,2.06666663e-001 
4.100000e-007,1.96666673e-001 
4.120000e-007,7.72548988e-002 
4.140000e-007,-8.92156884e-002 
4.160000e-007,-2.04705879e-001 
4.180000e-007,-1.99019611e-001 
4.200000e-007,-7.60784298e-002 
4.220000e-007,9.11764726e-002 
4.240000e-007,2.04117641e-001 
4.260000e-007,2.00784311e-001 
4.280000e-007,8.21568593e-002 
4.300000e-007,-8.70588198e-002 
4.320000e-007,-2.02745095e-001 
4.340000e-007,-1.98039219e-001 
4.360000e-007,-7.58823529e-002 
4.380000e-007,9.27450955e-002 
4.400000e-007,2.04509810e-001 
4.420000e-007,1.98431373e-001 
4.440000e-007,7.27450997e-002 
4.460000e-007,-9.39215720e-002 
4.480000e-007,-2.06470594e-001 
4.500000e-007,-1.92745104e-001 
4.520000e-007,-6.33333325e-002 
4.540000e-007,1.05882354e-001 
4.560000e-007,2.10784316e-001 
4.580000e-007,1.90196082e-001 
4.600000e-007,5.62745109e-002 
4.620000e-007,-1.12352937e-001 
4.640000e-007,-2.11176470e-001 
4.660000e-007,-1.82941183e-001 
4.680000e-007,-4.03921567e-002 
