sampling rate [Sa/s]: 500000000 
record length [Sa]: 50000000 
record duration [s]: 1.00000000e-001 
range [V]: 0.400000 
resolution [b]: 12 
amplitude resolution [V]:1.95312503e-004 
block acquisition count: 200.000000 
FID per block count: 5000 
number of averages: 1000000 
DAQ elapsed time [s]: 539.629028 
Time,Ch1
0.000000e+000,-8.7925589556715571e-004 
2.000000e-009,-1.0633831394427690e-003 
4.000000e-009,-7.7851060879172292e-004 
6.000000e-009,-9.8578982038196412e-004 
8.000000e-009,-8.7610746784915687e-004 
1.000000e-008,-7.6871902397787194e-004 
1.200000e-008,-9.8092785606114204e-004 
1.400000e-008,-9.1978707318427042e-004 
1.600000e-008,-9.7017119808489227e-004 
1.800000e-008,-1.0735560947537743e-003 
2.000000e-008,-8.5463158010924234e-004 
2.200000e-008,-1.0191688385810412e-003 
2.400000e-008,-8.3268531212865495e-004 
2.600000e-008,-8.1378491435392061e-004 
2.800000e-008,-1.0487129517317516e-003 
3.000000e-008,-8.4454216511821141e-004 
3.200000e-008,-9.4563001382257789e-004 
3.400000e-008,-9.1418980581662614e-004 
3.600000e-008,-8.4260021126917857e-004 
3.800000e-008,-9.4012668022664726e-004 
4.000000e-008,-8.2517079539177942e-004 
4.200000e-008,-7.9579020741529533e-004 
4.400000e-008,-9.8583432537718905e-004 
4.600000e-008,-9.2545374151581199e-004 
4.800000e-008,-1.0595294305137358e-003 
5.000000e-008,-9.3800334460509476e-004 
5.200000e-008,-9.2199785811698527e-004 
5.400000e-008,-9.4589178211466061e-004 
5.600000e-008,-9.3161590156931194e-004 
5.800000e-008,-7.7349118309840564e-004 
6.000000e-008,-1.0179251207752386e-003 
6.200000e-008,-8.4507530873059299e-004 
6.400000e-008,-9.7939883130893578e-004 
6.600000e-008,-9.4399157532121171e-004 
6.800000e-008,-9.3517040981689931e-004 
7.000000e-008,-8.3266903218562945e-004 
7.200000e-008,-9.3506707853780249e-004 
7.400000e-008,-7.0926961845532059e-004 
7.600000e-008,-1.0439274651913438e-003 
7.800000e-008,-9.2102315612771783e-004 
8.000000e-008,-9.7989060176291963e-004 
8.200000e-008,-1.0255129528826800e-003 
