sampling rate [Sa/s]: 500000000 
record length [Sa]: 1000000 
record duration [s]: 2.00000000e-003 
range [V]: 0.200000 
resolution [b]: 12 
amplitude resolution [V]:9.76562515e-005 
block acquisition count: 1.000000 
FID per block count: 100 
number of averages: 100 
DAQ elapsed time [s]: 0.139000 
Time,Ch1
0.000000e+000,4.90196049e-005 
2.000000e-009,1.25490203e-004 
4.000000e-009,6.56862836e-005 
6.000000e-009,1.06862765e-004 
8.000000e-009,1.19607830e-004 
1.000000e-008,1.96078420e-004 
1.200000e-008,1.03921555e-004 
1.400000e-008,1.10784303e-004 
1.600000e-008,1.16666639e-004 
1.800000e-008,-1.27450947e-005 
2.000000e-008,5.29411715e-005 
2.200000e-008,1.51960822e-004 
2.400000e-008,4.90196166e-006 
2.600000e-008,1.62745137e-004 
2.800000e-008,7.94117711e-005 
3.000000e-008,6.96078548e-005 
3.200000e-008,1.31372521e-004 
3.400000e-008,7.05882255e-005 
3.600000e-008,4.01960779e-005 
3.800000e-008,6.37254911e-005 
4.000000e-008,8.82353261e-005 
4.200000e-008,1.48039227e-004 
4.400000e-008,-4.90196096e-005 
4.600000e-008,1.16666667e-004 
4.800000e-008,4.31372505e-005 
5.000000e-008,5.39215608e-005 
5.200000e-008,1.41176498e-004 
5.400000e-008,1.05882389e-004 
5.600000e-008,1.47058780e-005 
5.800000e-008,1.36274509e-004 
6.000000e-008,3.33333295e-005 
6.200000e-008,1.14705898e-004 
6.400000e-008,4.90196049e-005 
6.600000e-008,8.03921558e-005 
6.800000e-008,3.52941174e-005 
7.000000e-008,3.62745114e-005 
7.200000e-008,1.26470588e-004 
7.400000e-008,1.03921564e-004 
7.600000e-008,3.92157061e-006 
7.800000e-008,1.10784285e-004 
8.000000e-008,7.35293934e-005 
8.200000e-008,2.35294178e-005 
8.400000e-008,5.78431366e-005 
8.600000e-008,1.97058786e-004 
8.800000e-008,2.94117560e-005 
9.000000e-008,1.61764715e-004 
9.200000e-008,5.29411761e-005 
9.400000e-008,1.23529425e-004 
9.600000e-008,6.96078409e-005 
9.800000e-008,3.43137304e-005 
1.000000e-007,1.23529388e-004 
1.020000e-007,7.25490134e-005 
1.040000e-007,7.94117711e-005 
1.060000e-007,9.41176247e-005 
1.080000e-007,4.11764625e-005 
1.100000e-007,9.21568647e-005 
1.120000e-007,1.42156845e-004 
1.140000e-007,-2.64705857e-005 
1.160000e-007,9.50980466e-005 
1.180000e-007,1.20588234e-004 
1.200000e-007,-2.64706020e-005 
1.220000e-007,1.75490156e-004 
1.240000e-007,4.01960732e-005 
1.260000e-007,3.43137234e-005 
1.280000e-007,1.03921583e-004 
1.300000e-007,7.54902000e-005 
1.320000e-007,1.34313731e-004 
1.340000e-007,5.68627752e-005 
1.360000e-007,4.11764765e-005 
1.380000e-007,2.06862725e-004 
1.400000e-007,-3.92157468e-006 
1.420000e-007,1.40196085e-004 
1.440000e-007,-1.17647077e-005 
1.460000e-007,3.43137211e-005 
1.480000e-007,1.05882334e-004 
1.500000e-007,6.07843138e-005 
1.520000e-007,1.11764707e-004 
1.540000e-007,1.65686235e-004 
1.560000e-007,5.78431506e-005 
1.580000e-007,6.37254864e-005 
1.600000e-007,6.86274143e-006 
1.620000e-007,6.56862743e-005 
1.640000e-007,1.26470570e-004 
1.660000e-007,1.86274492e-005 
1.680000e-007,1.05882380e-004 
1.700000e-007,1.22549012e-004 
1.720000e-007,6.56862836e-005 
1.740000e-007,1.27450963e-004 
1.760000e-007,7.84313865e-005 
1.780000e-007,5.98039199e-005 
