sampling rate [Sa/s]: 100000000 
record length [Sa]: 2000000 
record duration [s]: 2.00000000e-002 
range [V]: 0.400000 
resolution [b]: 14 
amplitude resolution [V]:4.88281257e-005 
block acquisition count: 1.000000 
FID per block count: 1000 
number of averages: 1000 
DAQ elapsed time [s]: 0.197000 
Time,Ch1
0.000000e+000,-1.40113821e-002 
1.000000e-008,-1.38604469e-002 
2.000000e-008,-1.44785738e-002 
3.000000e-008,-1.43608828e-002 
4.000000e-008,-1.49439182e-002 
5.000000e-008,-1.33502493e-002 
6.000000e-008,-1.46493721e-002 
7.000000e-008,-1.30907707e-002 
8.000000e-008,-3.99996185e-001 
9.000000e-008,-3.99996185e-001 
1.000000e-007,-3.99996185e-001 
1.100000e-007,-3.99996185e-001 
1.200000e-007,-3.99996185e-001 
1.300000e-007,-3.99996185e-001 
1.400000e-007,-3.99996185e-001 
1.500000e-007,-3.99996185e-001 
1.600000e-007,-3.99996185e-001 
1.700000e-007,-3.99996185e-001 
1.800000e-007,-2.58029366e-003 
1.900000e-007,3.99996185e-001 
2.000000e-007,-3.99983978e-001 
2.100000e-007,3.99996185e-001 
2.200000e-007,-3.99996185e-001 
2.300000e-007,3.86376678e-001 
2.400000e-007,-3.99996185e-001 
2.500000e-007,2.16941788e-001 
2.600000e-007,-3.99996185e-001 
2.700000e-007,-1.51799423e-001 
2.800000e-007,-2.19548157e-001 
2.900000e-007,-3.99996185e-001 
3.000000e-007,3.69644775e-001 
3.100000e-007,-3.99996185e-001 
3.200000e-007,3.98005585e-001 
3.300000e-007,-3.99996185e-001 
3.400000e-007,3.99996185e-001 
3.500000e-007,-3.99996185e-001 
3.600000e-007,3.99996185e-001 
3.700000e-007,-3.99996185e-001 
3.800000e-007,3.99996185e-001 
3.900000e-007,-3.98397278e-001 
4.000000e-007,-3.99996185e-001 
4.100000e-007,3.80666962e-001 
4.200000e-007,-3.99996185e-001 
4.300000e-007,3.99745880e-001 
4.400000e-007,-3.99996185e-001 
4.500000e-007,3.99996185e-001 
4.600000e-007,-3.10906799e-001 
4.700000e-007,-3.99996185e-001 
4.800000e-007,3.92785065e-001 
4.900000e-007,-3.99996185e-001 
5.000000e-007,3.99888916e-001 
5.100000e-007,-3.99996185e-001 
5.200000e-007,-3.99996185e-001 
5.300000e-007,3.74434021e-001 
5.400000e-007,-3.99996185e-001 
5.500000e-007,3.99996185e-001 
5.600000e-007,-2.21826767e-001 
5.700000e-007,-3.99996185e-001 
5.800000e-007,3.97061981e-001 
5.900000e-007,-3.99996185e-001 
6.000000e-007,-6.63985205e-003 
6.100000e-007,3.99996185e-001 
6.200000e-007,-3.99203583e-001 
6.300000e-007,3.99996185e-001 
6.400000e-007,9.59627533e-002 
6.500000e-007,-3.99996185e-001 
6.600000e-007,3.98145874e-001 
6.700000e-007,-3.30375122e-001 
6.800000e-007,-3.99996185e-001 
6.900000e-007,3.96282379e-001 
7.000000e-007,-3.99996185e-001 
7.100000e-007,-3.99996185e-001 
7.200000e-007,3.79588989e-001 
7.300000e-007,-3.99996185e-001 
7.400000e-007,-3.99996185e-001 
7.500000e-007,3.79657135e-001 
7.600000e-007,-3.59926941e-001 
7.700000e-007,-3.99996185e-001 
7.800000e-007,3.94214630e-001 
7.900000e-007,5.03614006e-002 
8.000000e-007,-3.99996185e-001 
8.100000e-007,3.95521179e-001 
8.200000e-007,3.99996185e-001 
8.300000e-007,-3.85562622e-001 
8.400000e-007,-2.40107040e-001 
8.500000e-007,3.99996185e-001 
8.600000e-007,-3.94089874e-001 
8.700000e-007,-3.99996185e-001 
8.800000e-007,3.81794159e-001 
8.900000e-007,3.99996185e-001 
9.000000e-007,-3.85976807e-001 
9.100000e-007,-3.99996185e-001 
9.200000e-007,3.98508789e-001 
9.300000e-007,-6.45568657e-003 
9.400000e-007,-3.99996185e-001 
9.500000e-007,-8.78512955e-002 
9.600000e-007,3.99996185e-001 
9.700000e-007,-1.82475159e-001 
9.800000e-007,-3.99996185e-001 
9.900000e-007,-9.60597534e-002 
1.000000e-006,3.99996185e-001 
1.010000e-006,1.68354855e-002 
1.020000e-006,-3.99996185e-001 
1.030000e-006,-3.99996185e-001 
1.040000e-006,3.94023285e-001 
1.050000e-006,3.99996185e-001 
1.060000e-006,-3.83313812e-001 
1.070000e-006,-3.99996185e-001 
1.080000e-006,-3.38378113e-001 
1.090000e-006,-3.99996185e-001 
1.100000e-006,-3.99996185e-001 
1.110000e-006,-3.99996185e-001 
1.120000e-006,-3.99996185e-001 
